Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Passed,Sesotho,English,Maths
S27546,10.6,65.8,57.7,Yes,Doctorate,Yes,58.30622347647953,55.40327503688471,55.28032358439926
S27547,4.9,108.6,72.0,Yes,Bachelor,No,66.86538812358376,80.40268730647553,74.3247441678173
S27548,6.2,62.3,60.9,No,Master,,57.14168622847487,57.71400359488802,59.54962018580677
S27549,13.1,99.0,66.9,Yes,Doctorate,Yes,70.00241761963645,72.90984810640857,67.52177974078954
S27550,9.962744375740034,54.4,71.9,No,Bachelor,Yes,65.70414058443092,66.73771980700809,74.20345762911585
S27551,4.3,87.8,46.4,Yes,Master,No,40.73401993514949,49.60075109445699,40.21472318868577
S27552,8.0,97.3,48.8,Yes,Doctorate,No,46.80730623504964,54.37189044801953,43.388969951409635
S27553,8.5,93.2,55.5,No,Master,Yes,53.977784645803396,60.042102400801674,52.32854920433486
S27554,15.1,65.7,75.1,,Doctorate,Yes,80.15007858610657,72.76498993113526,78.466786465569
S27555,5.5,69.6,79.1,Yes,Bachelor,Yes,74.59680126010939,77.75207047033103,83.80509897669639
S27556,6.4,105.8,90.7,Yes,,No,87.09860007939551,98.3908844715914,99.26699952362986
S27557,12.9,64.9,58.9,No,Associate,No,61.80835058139503,56.37095527371016,56.87091307208226
S27558,14.0,65.6,56.7,No,Bachelor,Yes,60.70697161891692,54.34192318224579,53.918702938377194
S27559,17.1,105.1,66.8,Yes,High School,No,73.94362233563294,74.322445878236,67.3919714895726
S27560,12.3,73.7,48.4,No,Associate,No,50.74560177432377,48.08668620635673,42.86709125978988
S27561,10.7,73.9,79.3,Yes,High School,No,79.95182029980913,79.02411239801032,84.07738689351872
S27562,12.9,111.8,50.6,Yes,High School,No,53.47519203373077,59.79374403846161,45.797531725914794
S27563,8.7,62.1,48.0,Yes,,No,46.662935970557264,44.773521727943994,42.31957484642236
S27564,8.6,60.4,44.3,No,High School,Yes,42.926162028122604,40.64290429832698,37.38422221486568
S27565,9.962744375740034,78.6,54.9,Yes,Doctorate,No,46.02944843860623,55.79613504139932,51.53261704843994
S27566,14.5,75.6,60.1,Yes,,Yes,64.56707978344667,60.262052521131494,58.47651375182912
S27567,11.1,59.4,53.4,Yes,Associate,Yes,54.457294725258734,49.50808843194393,49.5363229319963
S27568,13.9,91.1,49.2,,Master,No,53.08519633184153,53.23015333877652,43.92197097227149
S27569,-4.1,75.3,87.3,Yes,Doctorate,Yes,73.22094752761353,87.3764006949484,94.72518251692955
S27570,9.8,76.3,60.2,No,Doctorate,Yes,59.96449146053227,60.52457448805391,58.60780215381867
S27571,5.7,74.9,69.9,Yes,High School,No,65.62059246811184,69.8796363102763,71.53066932638889
S27572,17.5,54.1,71.9,No,Associate,No,79.40681252410117,66.6697274932728,74.19137492183279
S27573,9.962744375740034,58.7,56.4,Yes,Bachelor,Yes,59.47108457741914,52.31443034795397,53.53662441181042
S27574,11.2,43.4,45.5,No,Doctorate,Yes,46.6711770540528,37.589532794362185,38.99174471938094
S27575,7.8,97.8,56.4,Yes,Doctorate,No,54.24033515329488,62.0946600833409,53.5434925651555
S27576,12.0,75.0,70.6,No,,Yes,72.58604155065822,70.6085384812312,72.45456963489703
S27577,5.4,94.9,49.8,No,Associate,No,45.159071853109474,54.7738649416159,44.732800000913194
S27578,9.5,66.0,72.8,No,Associate,Yes,72.30137326157117,70.5488349008486,75.39635592872699
S27579,7.1,98.0,24.3,Yes,Master,No,21.4081830650629,30.040603877427685,10.722524237050036
S27580,-1.0,42.7,64.4,Yes,Doctorate,No,75.73244827490846,56.31597727993386,64.185633524554
S27581,17.3,94.4,74.2,Yes,Master,Yes,81.5497387809542,79.06026451352265,77.2632493083299
S27582,15.3,73.4,81.1,No,Bachelor,Yes,86.41523741991415,80.70994285421921,86.46603685416275
S27583,2.5,47.3,42.5,No,Bachelor,No,35.04844488922921,35.57242072578745,34.99174983773683
S27584,14.3,18.5,69.8,Yes,Associate,Yes,74.12078556142026,55.68740045981367,71.40834911193504
S27585,10.9,85.0,89.9,Yes,Associate,No,90.8383333757097,92.40852647357526,98.20973439432511
S27586,16.1,94.8,99.2,No,Associate,No,100.0,100.0,100.0
S27587,11.6,76.2,65.0,Yes,Master,No,66.6119754756347,65.30983775451638,65.0151714271826
S27588,10.0,87.1,50.7,Yes,High School,Yes,50.66641166980848,53.71561568814321,45.93754548154004
S27589,11.2,83.9,87.7,No,Master,Yes,88.86892148168279,89.93199225832815,95.25106911878798
S27590,1.0,76.1,75.1,Yes,High School,No,66.07183354188727,75.37752734527182,78.45087018885059
S27591,6.2,94.2,94.7,Yes,,No,90.86298363916102,99.49618760643325,100.0
S27592,11.9,45.5,92.4,No,Doctorate,No,94.26667769351637,85.01259340295624,100.0
S27593,15.7,77.0,40.2,Yes,Bachelor,No,45.89694179203292,40.69226475324219,31.948403244852845
S27594,7.2,88.7,72.2,No,Bachelor,Yes,69.44753441843942,75.61382067944616,74.60461644236506
S27595,9.8,75.27632340559882,65.44010682523813,Yes,High School,Yes,65.23607242591847,63.20989207152631,66.90188444335978
S27596,2.0,80.1,79.0,Yes,High School,Yes,70.99503777662305,80.27892489676815,83.66429501398184
S27597,17.3,51.5,65.4,Yes,Bachelor,No,72.69655406676881,59.51474978617982,65.54579532832655
S27598,15.6,76.5,95.1,Yes,Doctorate,No,100.0,95.47783617745836,100.0
S27599,13.3,60.6,65.44010682523813,Yes,Master,Yes,68.70061991807412,61.835226462185624,64.47680226155072
S27600,12.0,64.7,62.0,No,Master,Yes,64.03403093815446,59.41413124317025,60.9986511922123
S27601,17.8,86.4,81.1,No,High School,Yes,88.86274532573398,83.95876472731935,86.47592338095266
S27602,6.0,39.8,63.3,Yes,High School,Yes,59.27494504342641,54.492336740494494,62.722194141527005
S27603,9.962744375740034,53.2,65.1,No,Master,Yes,60.5341922183667,59.64601420005459,65.13877089261405
S27604,15.3,89.5,49.2,Yes,Associate,Yes,54.507598931282146,52.82419495815411,43.93282648046179
S27605,15.0,71.9,65.44010682523813,No,Bachelor,No,70.41167373377876,64.65592877856324,61.42531693074792
S27606,4.0,60.3,45.7,No,High School,No,39.73252206955424,42.02670212256781,39.2593742654417
S27607,7.3,84.0,57.5,Yes,Master,No,54.84320059211567,59.75244190177541,55.008648321061045
S27608,18.4,52.9,51.5,,Bachelor,No,59.94546565538695,45.96329684957122,47.008180570967646
S27609,12.1,52.2,48.4,No,Associate,Yes,50.45833664107952,42.70195406566682,42.854540569973004
S27610,13.9,70.8,59.8,Yes,Associate,Yes,63.73580759009086,58.76002701774021,58.05435571971965
S27611,4.2,72.2,79.5,Yes,High School,No,73.70476728735322,78.80776363440354,84.33050072903923
S27612,13.3,60.1,47.9,Yes,,No,51.18322262268589,44.18639307328375,42.18994769467518
S27613,2.9,69.7,70.4,,Bachelor,No,63.3022922711456,69.08088461738114,72.20550229107509
S27614,0.1,101.7,78.4,No,High School,Yes,68.50089317199658,85.06604903665392,82.87974283818046
S27615,13.6,74.3,43.9,Yes,Master,Yes,47.534119800904335,43.71909821458494,36.858903234139014
S27616,17.2,52.0,47.9,,Bachelor,No,55.072225848172444,42.14945693086888,42.19685709299619
S27617,8.7,75.5,92.3,Yes,Associate,No,91.03106962125416,92.4217542281188,100.0
S27618,7.3,32.6,65.44010682523813,No,Master,No,62.70735341596584,54.84331457006362,66.72873526979677
S27619,9.962744375740034,107.2,73.4,Yes,High School,No,81.95424328123185,81.4600152972529,76.21592099813951
S27620,9.0,51.3,57.5,Yes,High School,No,56.52608315442696,51.56693594076456,54.99806097196613
S27621,9.7,79.1,57.9,No,High School,Yes,57.5711563822137,58.93203129823179,55.54031008365668
S27622,18.5,78.2,34.3,No,Associate,No,42.76978613220167,35.11083574062673,24.051191018628373
S27623,8.2,59.4,57.8,No,Master,Yes,56.032075934858945,53.89634086968065,55.383365664188815
S27624,6.7,101.0,79.2,Yes,Associate,Yes,75.92986195327568,85.69699190759599,83.91676058346565
S27625,14.1,116.2,58.6,Yes,Master,No,62.67754112068544,68.888094009402,56.45289717748665
S27626,6.4,60.0,95.1,Yes,Bachelor,Yes,91.54071922810442,91.35953565032634,100.0
S27627,9.3,75.27632340559882,59.1,Yes,Master,No,58.37699230938909,62.65613735163613,57.13772835084733
S27628,3.4,55.2,39.4,Yes,,Yes,32.804206991439,34.461883621194374,30.871546773655346
S27629,10.9,101.4,76.3,No,Doctorate,Yes,77.22698544188256,82.90687932033819,80.0747042875472
S27630,10.3,100.3,82.5,No,Master,Yes,82.84048743601547,88.82411718664079,88.3223087488758
S27631,14.8,95.2,53.0,No,Associate,Yes,57.84010137361572,58.04701516510825,48.994939770823244
S27632,14.3,75.27632340559882,81.4,No,Doctorate,No,85.68628268330866,73.11775637913169,86.87422348771476
S27633,12.8,64.1,57.6,No,Doctorate,Yes,60.35759004234791,54.887146234600706,55.12412519348396
S27634,12.0,75.27632340559882,86.1,No,Doctorate,No,88.07127846390506,83.45740126261252,93.1307215163299
S27635,9.6,63.1,80.6,,High School,No,80.23372943123829,77.62054375522229,85.80386699641559
S27636,9.962744375740034,101.6,66.5,No,Associate,No,69.54777984497902,73.14271224004733,67.00740661224175
S27637,4.4,38.8,79.8,Yes,Doctorate,,74.23833913165507,70.74439087520089,84.72453295012582
S27638,-1.7,82.8,79.9,Yes,Master,,68.15516964072846,81.84863304382345,84.87638182561093
S27639,15.8,89.9,100.0,Yes,High School,Yes,100.0,100.0,100.0
S27640,13.4,61.0,64.7,No,Doctorate,Yes,68.07080231123958,61.18805934504214,64.61115860484857
S27641,9.4,85.1,39.9,Yes,Master,Yes,39.26506782860042,42.42443950896587,31.548542105715995
S27642,15.4,83.8,54.2,Yes,High School,No,59.57279304222993,56.408371285658674,50.591464763318385
S27643,6.3,69.6,75.7,No,High School,Yes,72.04251291526737,74.34137553330572,79.2783243747965
S27644,6.5,96.7,57.0,,,No,53.47253733958425,62.433942326892385,54.34177405634493
S27645,5.8,64.1,55.3,Yes,Associate,No,51.07931138152916,52.58434704832461,52.08319677414672
S27646,12.8,96.8,64.5,,High School,No,67.33810987557942,69.94604375961174,64.33333736843069
S27647,2.1,77.6,94.6,No,Doctorate,No,86.68520961392623,95.25929903715188,100.0
S27648,6.2,68.8,50.1,No,Associate,No,46.265191966089795,48.541806867153994,45.12663557164368
S27649,11.4,70.5,37.2,Yes,High School,No,38.64857511618068,36.08083230688432,27.945035350896575
S27650,4.0,75.27632340559882,92.6,Yes,Associate,No,86.57924462038694,85.657300406766,100.0
S27651,6.7,67.8,74.4,No,High School,No,71.09844797169409,72.58951027065095,77.52447498887858
S27652,-1.1,52.6,38.5,No,Associate,Yes,27.44216211442718,32.88926714744721,29.651730184496284
S27653,13.0,80.3,58.7,Yes,Bachelor,Yes,61.72903324700769,60.023786867785226,56.59832060861594
S27654,6.6,93.0,73.6,Yes,High School,Yes,70.1608240332886,78.10261736898386,76.47362493116977
S27655,4.5,84.1,62.3,Yes,High School,Yes,56.80359374929422,64.58490892849737,61.40110896944393
S27656,3.5,60.7,56.7,,Bachelor,No,50.22488637020713,53.134740702759245,53.93923441993776
S27657,7.9,69.7,67.0,No,Master,Yes,64.9089324389745,65.67325522802984,67.67418403038354
S27658,2.1,80.5,97.7,No,Master,Yes,89.7992220655428,99.08336106512571,100.0
S27659,19.7,81.6,61.7,No,Associate,Yes,71.41189838574334,63.34739039208782,60.58453159260271
S27660,-1.9,107.7,56.1,,Master,No,44.176276914155075,64.28567720895151,53.12672793687085
S27661,7.7,87.5,63.3,Yes,Bachelor,No,61.046904251067545,66.41671512022359,62.72817936115859
S27662,10.5,78.0,55.5,No,Bachelor,Yes,56.03453464645627,56.2401873044245,52.32141438305017
S27663,6.1,77.1,38.3,No,Master,Yes,34.42310497931722,38.82106113223192,29.385411755345686
S27664,11.1,68.0,63.9,Yes,Associate,Yes,64.96065868646558,62.1600977865336,63.52358294775678
S27665,6.0,75.0,63.1,No,High School,No,59.10199212526919,63.10079031943866,62.482676324093774
S27666,17.7,89.3,54.1,Yes,Doctorate,Yes,61.750472318365745,57.685375118842394,50.459415743380966
S27667,4.4,60.9,52.3,Yes,Bachelor,Yes,46.705614929451116,48.766021298099425,48.07373582483871
S27668,-1.8,83.2,58.3,Yes,Doctorate,No,46.5438802932584,60.35184240665932,56.06622486660545
S27669,3.5,72.8,88.1,Yes,High School,No,81.60750074773338,87.5557152813006,95.78786090235087
S27670,11.9,109.4,100.0,No,Master,No,100.0,100.0,100.0
S27671,9.4,80.9,77.8,Yes,Associate,Yes,77.21037810225567,79.27636451500126,82.07644230517037
S27672,13.8,81.6,61.3,Yes,Doctorate,No,65.06066453991058,62.93857604687266,60.065081729166295
S27673,12.5,57.9,49.3,No,Master,No,51.80872308355483,45.01919768257996,44.07878618232803
S27674,6.8,104.3,61.2,Yes,,No,58.01859825137399,68.52156705916352,59.9335913420796
S27675,7.6,85.1,92.8,Yes,High School,Yes,90.35458253102226,95.334861492128,100.0
S27676,8.1,102.3,65.44010682523813,No,Doctorate,Yes,63.513462946972005,72.26137563414429,68.7108998767563
S27677,19.4,71.3,65.44010682523813,No,Master,Yes,74.86183724272139,64.52005674775835,69.32983607943842
S27678,13.5,75.0,57.4,,High School,Yes,60.854111573436846,57.391798432315404,54.85378964856049
S27679,19.5,47.6,70.4,Yes,,No,79.85843449589254,63.54713229782882,72.20602568529745
S27680,14.2,111.9,76.5,No,Master,Yes,80.70389686170907,85.72402932668197,80.34151062582164
S27681,9.7,82.4,65.44010682523813,Yes,Master,Yes,65.12218985063038,67.28708997201929,64.19551022807578
S27682,4.9,112.1,42.5,Yes,Master,Yes,37.40319256507168,51.77856177230254,34.98733761873139
S27683,11.0,68.0,62.0,Yes,Master,No,63.00759835574372,60.253864936845616,61.011950297975744
S27684,9.7,84.4,39.0,Yes,Master,Yes,38.69565413891885,41.35923543086751,30.32947825843126
S27685,9.5,94.9,76.0,No,Bachelor,Yes,75.53176357330894,80.96383001691325,79.66676455699134
S27686,9.0,81.6,58.2,No,High School,No,57.154504615503754,59.84910349261339,55.933876233457006
S27687,9.962744375740034,68.3,75.3,No,Associate,No,65.03768646211888,73.63612791026988,78.72927155963396
S27688,16.3,65.5,65.3,Yes,Bachelor,Yes,71.60419908267328,62.92683026467533,65.3890869861356
S27689,9.7,68.1,88.8,Yes,Doctorate,No,88.5477325539134,87.06497407890528,96.74559763668637
S27690,2.9,128.4,74.7,No,Doctorate,No,67.6287344198568,88.05200481679628,77.92902349912049
S27691,12.4,62.6,86.5,No,High School,No,88.90881354536822,83.39251872559007,93.65249173291443
S27692,5.7,35.3,75.6,No,High School,Yes,71.32081915696736,65.66802378447224,79.12842402632661
S27693,12.8,75.7,51.8,Yes,Associate,Yes,54.61070311485391,51.986185090838504,47.41518724970094
S27694,14.4,75.5,46.8,Yes,High School,Yes,51.2082823025623,46.92325000864923,40.7448529701171
S27695,15.1,68.7,80.5,No,Associate,No,85.5981824533466,78.92574444977792,85.65757891789131
S27696,9.2,62.6,69.4,No,High School,Yes,68.5954163667259,66.29616496756034,70.87719234170254
S27697,7.9,69.5,48.6,Yes,Doctorate,Yes,46.53111135990741,47.23065029776178,43.13867727336249
S27698,6.9,48.6,62.6,Yes,Bachelor,Yes,59.47230819867665,56.00156794581065,61.81459460494913
S27699,6.4,110.6,61.2,No,High School,No,57.587219557697516,70.09253228122132,59.92608813233619
S27700,9.9,79.9,84.0,Yes,Doctorate,Yes,83.91384967894541,85.22506039369941,90.33414546675972
S27701,9.0,77.4,65.44010682523813,No,Bachelor,No,64.39339151327944,66.02950979076262,64.62276562562204
S27702,5.9,75.27632340559882,71.5,Yes,Doctorate,No,67.37348092088916,76.75552067897647,73.65933592023444
S27703,4.3,129.2,61.2,No,High School,Yes,55.48107623098548,74.7495460610074,59.93157045406797
S27704,9.5,67.0,55.0,Yes,Master,No,54.45621953870709,52.991093563730026,51.66183821977681
S27705,7.8,81.1,82.7,No,Associate,Yes,80.52901191028084,84.23348848189852,88.59380661144603
S27706,4.3,91.0,57.1,,Master,No,51.39316513359067,61.109686071651595,54.47127569451469
S27707,14.2,88.8,77.4,Yes,Doctorate,Yes,81.55285506710705,80.85531824435587,81.52260658610227
S27708,18.9,93.1,87.0,Yes,Associate,Yes,95.86046375412624,91.52388796622624,94.31972824562484
S27709,14.8,93.4,73.2,Yes,High School,No,78.01294106992113,77.78809055328594,75.9208782022213
S27710,6.4,66.8,56.6,Yes,Doctorate,No,52.99905994161978,54.54403433837975,53.810418877916334
S27711,9.7,98.9,45.3,No,Doctorate,No,45.048851577050314,51.27600836004931,38.73808583380209
S27712,17.7,72.8,100.0,Yes,Doctorate,Yes,100.0,99.43971521491876,100.0
S27713,4.1,80.6,80.0,No,Master,No,74.13150178611254,81.40360268701924,85.01649391799774
S27714,13.9,87.3,74.8,Yes,Associate,Yes,78.71297563342613,77.87393663436558,78.06130004216422
S27715,2.8,60.8,97.1,Yes,,Yes,89.85958395928004,93.54419872849273,100.0
S27716,18.4,83.7,86.3,No,High School,No,94.72018813715664,88.46863437702544,93.38355616239858
S27717,7.8,87.4,78.9,No,Master,No,76.74842737624506,82.00225263221945,83.54682220593254
S27718,21.1,37.1,67.1,Yes,Doctorate,Yes,78.24521862261906,57.63431842736248,67.81133184170568
S27719,18.6,103.0,64.8,Yes,Bachelor,No,73.44031899320915,71.8082684186184,64.72400297603802
S27720,9.5,58.6,88.4,No,Doctorate,No,87.86784745209306,84.3054183106453,96.19227826095276
S27721,6.4,80.5,47.8,No,High School,No,44.202973134447944,49.165021363736685,42.06252764934884
S27722,11.0,105.6,81.2,Yes,Master,Yes,82.17387735945456,88.84504334635274,86.61531613522641
S27723,9.1,88.1,37.9,No,Associate,No,36.99920516676718,41.169430344042404,28.863315293306385
S27724,8.0,95.8,46.9,No,High School,Yes,44.892165182072034,52.10194445380919,40.86167583244921
S27725,1.7,97.2,65.3,Yes,,Yes,57.009433727108515,70.85076866015383,65.40600988808123
S27726,7.4,65.2,89.4,No,Associate,No,86.82723208172708,86.93928287052057,97.51778975898492
S27727,4.4,75.27632340559882,66.5,No,Master,Yes,60.9476043912188,61.315237596823295,66.99556754404477
S27728,12.8,83.3,62.5,Yes,High School,No,65.25823853212619,64.57600083909678,61.669501690566385
S27729,15.0,89.3,65.44010682523813,Yes,High School,Yes,70.39546340822525,69.0036897361861,62.19621013464609
S27730,13.7,97.1,83.4,No,Bachelor,No,87.10342001961799,88.91817826364976,89.51804835843532
S27731,11.7,90.6,71.5,,Master,No,73.21187544813753,75.40410770404752,73.66618018057517
S27732,5.7,65.2,65.1,No,Bachelor,,60.835464664295486,62.64152168570874,65.13381167194206
S27733,11.0,92.6,90.4,Yes,Doctorate,Yes,91.42700386300956,94.79856161220968,98.87817863267293
S27734,14.0,33.0,44.1,No,Doctorate,Yes,48.06382571822188,33.59197689745305,37.12016731896379
S27735,7.1,100.4,88.9,Yes,,Yes,85.96882212800135,95.26125316101191,96.87124312236259
S27736,10.6,57.2,44.5,Yes,Master,Yes,45.09493210697503,40.05325936318941,37.66767620984887
S27737,9.3,56.8,55.3,Yes,Master,Yes,54.57269205365038,50.74678778616944,52.06020361054385
S27738,18.3,124.8,77.4,,Master,Yes,85.71183334805242,89.8413437258622,81.54915685034105
S27739,14.3,76.1,75.9,Yes,Associate,Yes,80.15774067632263,76.18538296652461,79.52726680414013
S27740,13.0,69.9,73.9,,Master,No,76.94579805874196,72.62283237358618,76.86491460502148
S27741,9.962744375740034,51.9,61.7,No,Bachelor,Yes,53.116531330172826,55.93408697427906,60.61424571197318
S27742,10.9,83.9,82.1,,Master,Yes,82.96418663383791,84.31314297778525,87.79152122053289
S27743,9.2,90.9,76.2,No,Master,Yes,75.42493285537715,80.16628840183937,79.9393907263288
S27744,9.2,68.0,85.7,Yes,,Yes,84.88171444715064,83.94410955239456,92.61058675777143
S27745,2.2,32.0,64.0,No,Doctorate,No,56.182932636291795,53.26076437323606,63.66053814900277
S27746,4.6,107.5,74.9,Yes,Associate,No,69.46115688851216,83.03309119286847,78.20040896605052
S27747,9.7,69.2,87.5,No,Master,No,87.15991256047108,86.05511245150608,95.00175097339655
S27748,15.6,68.8,65.44010682523813,No,Bachelor,Yes,71.01188571619043,63.883844950698844,75.09867901212567
S27749,7.0,74.3,57.5,Yes,Master,No,54.54737715080289,57.32320941582279,55.010338712121225
S27750,8.0,58.9,48.7,Yes,Master,Yes,46.700306364478664,44.67431861495635,43.25057512640179
S27751,18.9,100.5,51.1,Yes,High School,No,60.00545997643104,57.46923701455425,46.468123876000746
S27752,8.5,89.5,47.4,No,Associate,Yes,45.91588805416082,51.03226011122777,41.52174197584975
S27753,9.4,84.8,100.0,No,Master,Yes,99.3560523807321,100.0,100.0
S27754,9.4,121.2,98.7,No,Associate,Yes,98.1237760897413,100.0,100.0
S27755,3.3,61.1,68.2,No,High School,Yes,61.47247426797745,64.7130229953018,69.28253776564544
S27756,12.9,100.5,52.6,No,,No,55.45899061707558,58.98382587914266,48.46657238688326
S27757,6.7,30.5,64.1,Yes,Doctorate,No,60.8356194070783,52.98010355847505,63.790558931589175
S27758,9.8,87.9,69.1,No,Master,No,68.9496469148013,72.31880826857392,70.47048822042468
S27759,12.2,120.2,40.8,Yes,Master,No,43.021864822088986,52.09167733900552,32.718310813374586
S27760,19.7,54.0,67.5,Yes,Doctorate,No,77.21278794517696,62.251122136315075,68.32867118822274
S27761,3.4,107.9,73.7,No,Associate,Yes,67.11114977726879,81.91999564577297,76.58670299204114
S27762,14.3,47.3,54.4,Yes,Doctorate,Yes,58.724910925331116,47.48637757848141,50.870799867082916
S27763,9.962744375740034,75.27632340559882,62.9,Yes,Doctorate,Yes,67.24361628086984,73.2908308163851,62.185781432407126
S27764,6.8,65.8,77.6,No,Bachelor,No,74.40892613610363,75.29711775185474,81.8012529000707
S27765,13.0,60.2,67.8,Yes,Doctorate,Yes,70.7975192402599,64.09718216414241,68.73076598950499
S27766,18.2,64.3,55.4,No,Doctorate,No,63.61718075645946,52.722295449024635,52.19671435789521
S27767,6.2,75.6,67.4,Yes,Associate,Yes,63.5751439539378,67.55936526138365,68.1879873631092
S27768,11.2,72.0,88.7,No,High School,Yes,89.90734898567578,87.93987073621683,96.60547735362228
S27769,12.0,74.0,89.0,No,High School,No,91.02400681969893,88.73825608093999,97.00985601362986
S27770,12.7,81.3,50.4,No,Associate,Yes,53.070894274767745,51.98067174899013,45.54222193987508
S27771,9.962744375740034,79.8,87.5,No,High School,,91.34645880358006,88.69800343924334,95.00785562836994
S27772,9.962744375740034,75.1,62.8,,Doctorate,No,63.63152414126087,62.83108395558651,62.06523102188496
S27773,12.6,66.2,71.9,No,Bachelor,No,74.46718093174002,69.68864330556667,74.21202665355676
S27774,5.4,83.6,78.2,No,Master,Yes,73.6426317493814,80.34182068831653,82.60431255886884
S27775,10.8,82.5,43.1,Yes,Associate,No,43.92001746819779,44.979021385998955,35.816666330970286
S27776,7.6,81.6,70.4,Yes,Associate,Yes,68.01829367159743,72.04412178796531,72.18733663110821
S27777,3.9,75.0,84.8,No,Associate,No,78.65085547422956,84.79148146149149,91.41522313608225
S27778,7.5,61.1,68.2,Yes,Doctorate,,65.6542772528155,64.73556535648332,69.26934324928513
S27779,11.3,76.5,70.5,No,Master,Yes,71.84728196099029,70.86974303975902,72.34908221250257
S27780,12.2,69.4,79.4,,Associate,Yes,81.57898638185097,78.01210245162794,84.19988234170057
S27781,3.7,33.7,65.44010682523813,Yes,Master,No,59.09781122062428,55.10894700274692,64.2655641512246
S27782,5.3,95.0,66.4,No,Master,Yes,61.71161641637565,71.3965193073629,66.87221198781143
S27783,13.6,80.2,65.44010682523813,No,Bachelor,No,69.06338822370424,66.73926760544599,67.43988814811911
S27784,12.5,74.6,72.7,No,High School,No,75.24074046307932,72.59874273852625,75.25252758206064
S27785,14.4,85.5,57.6,No,Associate,No,62.035513310231764,60.223842768770076,55.13428961970989
S27786,16.8,59.9,81.8,No,Doctorate,No,88.6391521358828,78.02561030086953,87.39941077403627
S27787,12.7,102.2,55.3,No,Associate,No,57.98943554795299,62.097110494197366,52.05138118824876
S27788,7.9,99.1,55.3,Yes,High School,No,53.22596186414564,61.33356150984728,52.07088335014597
S27789,9.962744375740034,51.8,65.7,No,Master,No,66.27424729040959,59.88939747740454,65.94438066536249
S27790,18.3,62.4,78.4,No,Bachelor,Yes,86.69948550463691,75.23809738182291,82.88257233159133
S27791,23.8,88.5,49.2,Yes,Master,Yes,63.022244988926936,52.57548227077233,43.92569862967413
S27792,12.3,79.9,61.4,Yes,High School,No,63.715481828711795,62.63351080641789,60.19478971501724
S27793,12.7,74.6,51.3,Yes,Bachelor,No,53.97777069405653,51.211826620468486,46.73226500940952
S27794,13.6,83.8,59.5,Yes,Associate,No,63.12854183498708,61.698526917309,57.68271420311246
S27795,10.1,37.6,54.0,No,Associate,Yes,54.11896422909682,44.64075036849616,50.346565710020855
S27796,15.8,56.6,66.1,Yes,High School,Yes,71.91926951171311,61.49103741088702,66.45301936185326
S27797,15.0,63.0,39.6,Yes,Doctorate,Yes,44.640226463664256,36.59016906701422,31.128808277265776
S27798,11.8,90.3,74.6,Yes,Bachelor,No,76.37188223574408,78.41427344369514,77.80489546184057
S27799,8.4,31.9,78.3,,Bachelor,No,76.70990046997191,67.5305376082995,82.74468157363262
S27800,2.4,78.6,46.6,Yes,Associate,No,38.996518063114316,47.50546545959654,40.454578669268265
S27801,13.7,67.5,66.0,Yes,Associate,No,69.66206773807126,64.11650947074159,66.33132360135927
S27802,11.1,88.0,81.9,Yes,Doctorate,,82.96429157613052,85.15607370329404,87.5353331770856
S27803,6.3,91.2,44.3,Yes,High School,Yes,40.61116134672949,48.340629399284396,37.39114653061333
S27804,4.4,109.0,92.8,Yes,High School,Yes,87.15039867502686,100.0,100.0
S27805,13.3,51.5,70.0,No,High School,No,73.30716424691626,64.13139435236037,71.6699693457473
S27806,2.0,58.6,54.8,No,Bachelor,Yes,46.793818391915174,50.69254858498468,51.40139605255719
S27807,11.5,76.0,56.4,No,,Yes,57.898205937219025,56.64370838056546,53.545503518871485
S27808,14.2,103.2,67.9,No,Bachelor,No,72.11775204584447,74.95043275692132,68.86883890118419
S27809,12.7,83.7,63.2,Yes,Associate,Yes,65.94946443208312,65.38619667034412,62.59045217246689
S27810,8.0,77.1,74.5,No,Master,,72.5463011282078,75.02734666570736,77.65826077690545
S27811,3.8,99.5,57.2,Yes,Associate,No,50.95312757762543,63.32210535896356,54.59712003625506
S27812,9.962744375740034,67.1,56.7,Yes,Associate,Yes,59.63509619897595,54.71337564172898,53.94907034347786
S27813,16.0,98.4,68.9,Yes,Doctorate,,74.9026154597671,74.74767635962691,70.1988107772095
S27814,7.1,109.7,54.9,No,Associate,No,52.036333226284796,63.57528506923016,51.526491149317216
S27815,12.5,71.9,60.7,Yes,Master,No,63.2345410014643,59.934579123285474,59.258591979637124
S27816,17.9,44.0,78.8,No,Associate,Yes,86.70757559365904,71.05210426856125,83.3847239685594
S27817,11.7,75.27632340559882,39.7,Yes,Doctorate,No,41.39423548220805,40.42825358573583,31.27578351689543
S27818,8.0,107.9,68.2,Yes,Associate,No,66.21559927561107,76.42140340235075,69.27734818658902
S27819,15.2,84.9,65.44010682523813,No,Associate,Yes,70.64437452555393,67.90791045795226,68.67973148390934
S27820,6.3,47.5,83.0,Yes,Bachelor,Yes,79.31219512921093,76.12059819612377,88.9933066890622
S27821,9.962744375740034,100.4,66.5,No,,No,60.009039924734886,72.85134689121898,66.99483772970164
S27822,14.1,90.9,63.5,No,Associate,No,67.5616059557299,67.47698292447505,62.98341328982734
S27823,8.0,95.0,46.9,No,High School,,44.869188682582184,51.898067422511254,40.879025456699715
